Bus Route Number,Stop Locations,Timestamp,Passenger Count,Trip Duration (mins),Incident ID,Crime Category,Date/Time,District/Zone,Incident Description,Timestamp.1,Latitude,Longitude,Vehicle Count,Accident Severity,Weather Condition
235,Mall,20-02-2026 02:00,27,12,999a54c5-4258-4628-a7b0-8266692dc002,1,20-02-2026 02:00,0,Live economic yourself water attention control seat wait statement history road.,20-02-2026 02:00,22.527589059414183,72.50393578169252,12,0,0
470,Airport,20-02-2026 03:00,19,11,b3ab93f1-a832-4079-b87f-f7b9c44a7cf6,16,20-02-2026 03:00,5,Even pick age response me join if head resource.,20-02-2026 03:00,21.32466127070221,72.10137472198687,12,7,0
212,Mall,20-02-2026 04:00,108,54,6c887935-59a6-415e-a8c1-0a363cd8770a,12,20-02-2026 04:00,4,Store sense actually able month within pretty seek learn wish several.,20-02-2026 04:00,22.61303285062277,69.74236803298953,53,6,0
410,Industrial Area,20-02-2026 05:00,57,29,b44d27f8-62c4-45ba-b5cd-dbcc5f2e1c20,11,20-02-2026 05:00,4,Issue star show her state even.,20-02-2026 05:00,23.458390752530192,69.85280201921213,30,5,0
227,Mall,20-02-2026 06:00,30,17,0c5b37e4-b641-41b7-b236-e4bc971f485d,15,20-02-2026 06:00,5,Suffer six like form those grow always though blue interest.,20-02-2026 06:00,22.132952852517587,72.13222761652564,15,7,0
278,Mall,20-02-2026 07:00,51,25,959291b0-f4d2-4578-8037-90c5641da37a,8,20-02-2026 07:00,2,Chair anything member still rock computer alone hope spend.,20-02-2026 07:00,22.05793441960291,72.89904758102391,23,4,2
245,Main Station,20-02-2026 08:00,169,83,679bd028-e617-4f3b-8240-074931e06989,7,20-02-2026 08:00,2,Check option three we herself work month hundred each protect many worker.,20-02-2026 08:00,22.01643126069203,72.05535101015353,84,4,0
7,Main Station,20-02-2026 09:00,237,118,754d1585-aa0c-43fc-a826-cf1de2d1107f,-2,20-02-2026 09:00,0,House plant family attorney much charge yes listen arm environmental degree.,20-02-2026 09:00,23.769283337651075,71.85186936789887,119,0,0
67,Main Station,20-02-2026 10:00,165,81,9276facb-e2aa-4d42-ae31-192186c05b03,5,20-02-2026 10:00,1,Once law little change statement little light more them gas buy.,20-02-2026 10:00,21.14627429637061,72.72981159203741,78,2,2
296,Main Station,20-02-2026 11:00,191,96,b001e15f-b643-46d0-a83f-4d1a36775969,6,20-02-2026 11:00,2,Clearly most for past trade blood themselves herself past young son.,20-02-2026 11:00,22.335228425978865,70.21804178541743,93,3,0
188,Main Station,20-02-2026 12:00,85,41,3cdca4db-de95-492c-b838-8ae76e70f581,12,20-02-2026 12:00,4,Cut small mission poor inside partner interesting.,20-02-2026 12:00,21.79379836244915,72.65823074648009,41,7,0
460,Suburb,20-02-2026 13:00,76,38,3f6dc471-c694-4fcc-b266-6d91d6c02e3f,13,20-02-2026 13:00,5,Family require son way ball skill couple out.,20-02-2026 13:00,23.681421076162486,71.05610222494424,37,5,0
148,Airport,20-02-2026 14:00,205,105,1ed90cbf-da25-4789-880b-26740bcc449f,10,20-02-2026 14:00,3,System professor foot city field these.,20-02-2026 14:00,21.288156790751408,72.37025046435393,104,6,1
306,Airport,20-02-2026 15:00,184,94,d4d55b44-7cf3-4cb5-9e4c-c4b857e76701,12,20-02-2026 15:00,4,Shoulder wear treat test run lawyer blood her five much night wide science.,20-02-2026 15:00,22.23432830004124,70.37358326538087,92,7,0
161,Main Station,20-02-2026 16:00,149,76,4a52831c-82c4-4de3-a63c-bd81d9a72ebe,12,20-02-2026 16:00,4,Tv away recently discuss turn leg evidence loss save option never sort enough.,20-02-2026 16:00,22.220448456093266,69.68732475626621,75,6,0
403,Suburb,20-02-2026 17:00,100,51,86394807-11c4-48ae-84ad-b8ed7b0d4f70,10,20-02-2026 17:00,3,Read behind each address chance short hour.,20-02-2026 17:00,23.66518325264107,69.14579508171252,53,6,0
391,City Center,20-02-2026 18:00,93,47,1817c56f-d463-4d59-8a6c-1208daef6a4f,9,20-02-2026 18:00,3,Method chance dream benefit garden plant.,20-02-2026 18:00,21.64648033512291,73.01737104237525,46,5,0
256,City Center,20-02-2026 19:00,161,80,ed336ed9-88f8-418f-9f15-1bb2e9d6e7f6,11,20-02-2026 19:00,4,Look create box coach company north manage.,20-02-2026 19:00,22.93468623090484,69.98484609121331,77,6,0
29,Industrial Area,20-02-2026 20:00,59,29,baa17e2a-7386-4c73-a59e-a68c04d8183b,1,20-02-2026 20:00,1,Red practice enjoy example talk take Congress modern camera crime anyone them so.,20-02-2026 20:00,21.403218380663365,70.81732175066927,28,0,0
166,City Center,20-02-2026 21:00,85,41,3deeed24-04a4-430e-987b-207330d3d620,21,20-02-2026 21:00,5,Tell look campaign modern each response offer situation.,20-02-2026 21:00,23.861927142241623,72.84427465379851,40,9,3
480,Airport,20-02-2026 22:00,80,40,6df3fdd7-ae22-434d-b522-d03cea517780,1,20-02-2026 22:00,1,Quite audience everyone recently during art site service.,20-02-2026 22:00,22.77904487781685,71.25090967608642,37,0,0
159,City Center,20-02-2026 23:00,112,54,eef45ee2-7fe4-4738-94e0-5e89026c165b,6,20-02-2026 23:00,2,Those reveal million maybe base image show image.,20-02-2026 23:00,22.87877019096201,70.08774459403064,55,4,0
431,Suburb,21-02-2026 00:00,87,46,a6b3eeee-1e50-416a-8be8-ee662a062649,-2,21-02-2026 00:00,0,These end art sometimes money suffer perform song before everyone.,21-02-2026 00:00,22.30132020498141,69.97381201494115,47,0,0
427,Industrial Area,21-02-2026 01:00,158,77,bd511649-f304-458f-9c0b-daa846daa31b,-1,21-02-2026 01:00,0,Address themselves early home kid couple road.,21-02-2026 01:00,22.026848137998968,71.03967673560156,79,0,0
61,Industrial Area,21-02-2026 02:00,89,46,856ed7d1-b76f-4ddb-8e67-670227cc192f,2,21-02-2026 02:00,1,Trial knowledge several range able together establish remember worry room ahead.,21-02-2026 02:00,21.63802928848463,71.82588182971729,44,2,0
242,City Center,21-02-2026 03:00,38,19,4f6cebaa-8838-426c-aab6-5bfe5099dfc3,7,21-02-2026 03:00,1,Charge accept despite thing individual face well property.,21-02-2026 03:00,22.811963261496786,70.96175848510485,16,3,2
244,City Center,21-02-2026 04:00,93,46,fa3f8c58-be52-454c-afb3-857c5a48a6b7,2,21-02-2026 04:00,0,Hope report parent bank sometimes Democrat response usually describe inside.,21-02-2026 04:00,23.86368523604472,73.52284787109744,47,0,2
462,City Center,21-02-2026 05:00,32,14,2d06855c-5d34-4e46-9997-9cc3b961e1b9,3,21-02-2026 05:00,0,Probably behind down most sister learn artist room language beat significant just college.,21-02-2026 05:00,22.07937286227721,69.01917015156721,14,2,2
61,Main Station,21-02-2026 06:00,237,119,8ec3daae-493d-443a-a5fa-49c2ab5f1f5a,4,21-02-2026 06:00,0,Customer attorney traditional score protect writer court look tonight process attorney program.,21-02-2026 06:00,23.64947066598616,71.01005801682898,116,1,2
362,Main Station,21-02-2026 07:00,87,44,a3999fc1-1208-40dd-a18d-a7e7b78b2f40,-2,21-02-2026 07:00,0,Without us rather visit enjoy field house teach serious wind citizen.,21-02-2026 07:00,21.44632893854175,72.71417437107458,43,0,0
443,Airport,21-02-2026 08:00,67,32,72c25f07-e837-4317-8f5f-99328a8b7abf,15,21-02-2026 08:00,4,Air interest yard score head large likely crime it young.,21-02-2026 08:00,23.80837806264541,73.45445558566975,31,8,1
408,Main Station,21-02-2026 09:00,69,37,23cdda90-0856-4801-8189-1a12daf092fa,6,21-02-2026 09:00,1,Store between expert song late deep same.,21-02-2026 09:00,22.051458851694235,70.79200908796871,35,4,1
131,City Center,21-02-2026 10:00,29,13,af1867ca-55b6-4400-930d-adde19868e5c,15,21-02-2026 10:00,5,Scientist standard bill response black investment.,21-02-2026 10:00,22.13918163478004,72.3679456468613,11,8,0
448,Main Station,21-02-2026 11:00,76,39,afbf77d0-af17-40d2-bf90-71132a8476a2,9,21-02-2026 11:00,3,Several out particular push letter team.,21-02-2026 11:00,22.388526771102985,71.90174376509188,37,3,0
327,Airport,21-02-2026 12:00,42,23,5db07505-5224-486f-b559-9d71bf1013dd,20,21-02-2026 12:00,5,Study notice improve to recently fill as.,21-02-2026 12:00,23.154732809842947,70.00766233268581,23,11,3
81,Suburb,21-02-2026 13:00,230,114,908c3cb2-b22a-4862-bf5b-367ab3ba21ae,8,21-02-2026 13:00,2,Anything become political environment drive piece magazine production for radio institution.,21-02-2026 13:00,23.158960301067104,72.40472175174233,114,3,2
422,Main Station,21-02-2026 14:00,103,51,f80cd1a9-e1a6-41bb-bb6e-327662272b7c,12,21-02-2026 14:00,4,Draw fine at wish positive painting report stuff use body across others task.,21-02-2026 14:00,22.438765754159004,70.24782303983251,51,6,0
143,City Center,21-02-2026 15:00,122,62,5da7e947-7be1-4cfb-8c80-6462cc62867c,7,21-02-2026 15:00,2,Customer Congress not young than walk market key.,21-02-2026 15:00,22.56945869794181,72.91953833412009,63,4,0
256,Industrial Area,21-02-2026 16:00,87,42,34239ac3-b39f-40ca-8901-1fb2b1ed53d5,2,21-02-2026 16:00,1,Unit fight finally daughter answer hold always sing can know name year majority.,21-02-2026 16:00,21.090031463322426,73.32950597583866,39,1,0
47,Industrial Area,21-02-2026 17:00,158,81,9fbdbaa0-c3b0-44a2-901f-ac6dcf891a2e,3,21-02-2026 17:00,1,Economy example among many month than wait defense human.,21-02-2026 17:00,21.91289010467497,71.39211148474102,83,1,0
1,Main Station,21-02-2026 18:00,169,85,c32526df-5d05-47df-a5f8-ad0509a32ee0,2,21-02-2026 18:00,1,Short lawyer idea almost article me.,21-02-2026 18:00,22.038051222691827,69.27062295666987,83,1,0
279,Mall,21-02-2026 19:00,58,28,19b5c471-eb9d-4ea3-a1f5-50db91408893,3,21-02-2026 19:00,0,Book both loss compare glass three yeah Democrat.,21-02-2026 19:00,22.676181806177286,72.68676279479094,25,2,1
440,Industrial Area,21-02-2026 20:00,139,71,2369a514-ebd8-4d13-893f-8f7fe53ba622,11,21-02-2026 20:00,4,Country white after goal inside after too.,21-02-2026 20:00,22.674899302113914,71.3360758090344,73,5,0
90,Mall,21-02-2026 21:00,109,57,65a8a659-b4ea-4760-b9b8-05217983d1cb,12,21-02-2026 21:00,4,Necessary garden drug student avoid door interest no.,21-02-2026 21:00,23.12969939318362,69.47259615035375,56,6,0
190,Main Station,21-02-2026 22:00,21,10,4fa8c5e2-3ae6-41b9-b1ce-18774d677604,2,21-02-2026 22:00,1,West itself safe street not trouble.,21-02-2026 22:00,23.15108188865425,70.65568510535743,12,2,0
223,City Center,21-02-2026 23:00,66,32,2e36d431-3f24-423c-b4e5-1066ca232d3c,1,21-02-2026 23:00,1,Quite learn force outside check late gas require.,21-02-2026 23:00,21.70563217263625,70.45320574929896,31,0,0
74,City Center,22-02-2026 00:00,120,61,1212c4b1-928e-481c-8798-11f9723399c0,10,22-02-2026 00:00,3,Make beyond economy skill arrive not.,22-02-2026 00:00,23.31056145331448,72.63179699286948,63,5,0
235,Main Station,22-02-2026 01:00,219,112,498bdfd9-66d5-44b1-8447-314e6897da40,5,22-02-2026 01:00,2,Both attorney you capital American hope difference value.,22-02-2026 01:00,21.05881070413885,71.120333524395,114,1,0
218,City Center,22-02-2026 02:00,94,49,31c06a9a-1427-497e-a2e9-ef609dd4a132,13,22-02-2026 02:00,4,Mean never spring movement whom everything form full.,22-02-2026 02:00,23.148485653820163,71.93523849675013,50,6,0
270,Suburb,22-02-2026 03:00,195,99,857f7c16-589b-48de-b226-6d524b89e1f2,21,22-02-2026 03:00,5,Can it away amount treatment direction take year both cell Democrat.,22-02-2026 03:00,21.306183310558268,71.50549305948445,96,11,3
278,Main Station,22-02-2026 04:00,222,113,2bdbb364-49a6-4906-b9df-07f3cc8b4169,7,22-02-2026 04:00,3,Education occur itself that hospital little real leader manager history once.,22-02-2026 04:00,23.188944625263662,72.62128464119606,111,4,0
402,Mall,22-02-2026 05:00,140,72,b5abb81b-3253-47a9-8144-b67a725dda29,17,22-02-2026 05:00,4,Food factor second woman two area name minute stock weight cultural.,22-02-2026 05:00,22.58135427170521,72.59025422871963,69,7,2
373,Main Station,22-02-2026 06:00,219,109,d612bd68-a32d-439f-b52c-0cc5578d384d,11,22-02-2026 06:00,3,Audience station all bank parent employee exactly time moment receive figure explain agreement.,22-02-2026 06:00,22.31176350204928,71.24394916212792,109,4,1
300,Airport,22-02-2026 07:00,51,24,819f4dfb-1540-468b-9eca-ddadb6c58418,4,22-02-2026 07:00,1,Eye second north section whole share compare fight through.,22-02-2026 07:00,23.07199916928429,69.67516666,22,2,0
440,Airport,22-02-2026 08:00,186,93,bffc4ce4-474a-4a48-bcb0-2386c3aa52ba,2,22-02-2026 08:00,1,Newspaper them see care Mrs despite him write.,22-02-2026 08:00,21.109112501241697,71.03938177724426,93,0,0
22,Airport,22-02-2026 09:00,87,43,94ad2470-9992-4951-960a-1980889b2dd8,9,22-02-2026 09:00,3,Smile run degree production plan Mr heavy throughout school think.,22-02-2026 09:00,21.670410977026734,69.80067607954099,40,4,1
261,City Center,22-02-2026 10:00,185,94,b3701489-5ac5-4cf1-93a6-9f31d1cd49d5,-2,22-02-2026 10:00,0,Office team sell oil them along protect kitchen.,22-02-2026 10:00,22.84932042740296,73.79578957802678,95,0,0
306,Suburb,22-02-2026 11:00,236,118,74e4b13a-80c6-49de-a156-d17349d76350,-1,22-02-2026 11:00,0,Certain fire million baby anyone care method.,22-02-2026 11:00,23.54164621989245,73.75072049000069,117,0,0
252,Industrial Area,22-02-2026 12:00,140,70,a08e0e76-c4cc-4997-90ce-7c424e41d88d,-2,22-02-2026 12:00,0,Up its together cup west which through ok such strong avoid west.,22-02-2026 12:00,22.14332291083535,71.28342831142794,67,0,0
345,City Center,22-02-2026 13:00,203,104,4ce0883b-b500-4ee8-83bc-21854977a6c6,5,22-02-2026 13:00,2,Surface wind hotel soon capital never perhaps there father bad effort accept.,22-02-2026 13:00,21.77628441790068,69.13813937938184,101,1,0
264,City Center,22-02-2026 14:00,39,22,84587b28-6535-4024-b380-84db6daddd6e,13,22-02-2026 14:00,4,Remember money those central force better approach much off door effort.,22-02-2026 14:00,22.556209307366988,70.87321844783199,19,6,0
410,Airport,22-02-2026 15:00,229,116,265c7ba4-316e-440c-bdf5-7acd13a77105,0,22-02-2026 15:00,0,Least other can audience product policy.,22-02-2026 15:00,22.86694575716053,73.47547004331233,113,1,0
213,Industrial Area,22-02-2026 16:00,81,40,586684b2-669c-4554-9217-418202648c16,15,22-02-2026 16:00,5,Store against face thank situation view he large company front perform husband.,22-02-2026 16:00,22.26030909421724,70.44010567956731,40,6,0
289,Mall,22-02-2026 17:00,221,109,17934557-d3d2-49ec-9ac7-e09ca9d537c1,10,22-02-2026 17:00,2,Partner government along pressure source bit concern week few fear consumer account.,22-02-2026 17:00,23.630132047979263,72.109899222293,110,5,3
379,Mall,22-02-2026 18:00,224,114,2735aeac-73ae-46bd-ac29-b81736057b43,14,22-02-2026 18:00,4,Pm be performance he head career fund inside low agree give after.,22-02-2026 18:00,22.57031612658004,69.9196861445229,113,8,1
343,Industrial Area,22-02-2026 19:00,114,58,b5ff4e9c-823d-4233-b9ec-5a43e1ab4010,13,22-02-2026 19:00,4,Herself space finish teach score seat beautiful day exactly kind road during also.,22-02-2026 19:00,21.10747076271176,73.12582102842421,55,7,0
331,Industrial Area,22-02-2026 20:00,104,51,d18f2cda-5b19-4c43-8ce2-22e62792cf8a,6,22-02-2026 20:00,2,Face address father impact box stay light fall hold food little food recognize.,22-02-2026 20:00,21.66916186411857,73.45948660432317,51,3,0
466,City Center,22-02-2026 21:00,57,29,c23d3a23-79b6-4e9f-bccd-ba0bd3772572,14,22-02-2026 21:00,3,Cover although good follow share decide which and someone several.,22-02-2026 21:00,22.35194109275344,72.07559848015102,28,8,2
204,Airport,22-02-2026 22:00,62,32,7d22d814-9460-4551-a07a-e03b507901fd,13,22-02-2026 22:00,2,Really interest only energy fast inside trip rise.,22-02-2026 22:00,23.0931765570508,72.1188124030419,34,5,3
274,Suburb,22-02-2026 23:00,141,71,423f1a8e-7f93-47f7-8cc9-d593a441ed1c,8,22-02-2026 23:00,3,Throw such able apply reach young toward four president investment with employee.,22-02-2026 23:00,21.659256731377763,70.89280014701558,71,4,0
437,City Center,23-02-2026 00:00,238,118,9f9759b9-88ae-4c1b-a30d-18b4f1e166b1,10,23-02-2026 00:00,4,Accept down them include nature thought road forward against.,23-02-2026 00:00,23.928772319152262,72.53545682810255,118,4,0
28,Suburb,23-02-2026 01:00,135,68,479cb048-a0da-49ea-8b2d-cd983e198c73,12,23-02-2026 01:00,4,Music PM more election away table.,23-02-2026 01:00,21.95567477456425,71.39230793264788,67,7,0
149,Industrial Area,23-02-2026 02:00,173,86,41554e34-a7d9-4da4-b175-8cedb2b4c7d9,10,23-02-2026 02:00,2,Beyond huge three name source responsibility knowledge ok Congress.,23-02-2026 02:00,22.597440620581764,72.72743433963028,85,6,3
124,Mall,23-02-2026 03:00,30,14,5509b8d7-2f4d-4eb8-b419-48e9ab360f74,14,23-02-2026 03:00,4,Theory walk project recent perform democratic mind.,23-02-2026 03:00,21.05689915419312,73.84255947858875,15,8,2
465,Industrial Area,23-02-2026 04:00,139,70,0aac3394-d6f8-452d-90a6-f98ed6c0de09,1,23-02-2026 04:00,1,Character break hotel those quality wish game available them three million rise or.,23-02-2026 04:00,23.65467216429241,73.11187932022473,67,0,0
35,Main Station,23-02-2026 05:00,154,76,88b1223a-9500-4999-a69e-f8f682854337,17,23-02-2026 05:00,4,Expert learn perhaps most word single sit line upon.,23-02-2026 05:00,23.36650396057556,71.58665622319397,77,9,2
422,City Center,23-02-2026 06:00,224,112,b0000803-fba7-4aaa-98bc-220c95732ec2,4,23-02-2026 06:00,0,Tv modern area only practice amount ready little field over.,23-02-2026 06:00,21.586374012886782,73.89444257808259,109,1,2
485,Mall,23-02-2026 07:00,194,95,e36003ee-3f41-46ef-84c8-038b1ebba415,7,23-02-2026 07:00,1,Cover compare can spend near policy various.,23-02-2026 07:00,23.79971007371953,72.03541114684197,93,4,2
405,Main Station,23-02-2026 08:00,235,119,857ed9bf-35af-492c-919b-65985dc90ef1,19,23-02-2026 08:00,5,Once small argue above suggest song age culture.,23-02-2026 08:00,21.94751929139221,69.32436209781251,119,8,2
36,Main Station,23-02-2026 09:00,224,114,97830585-a7f7-447d-b9d3-a03761a378c0,1,23-02-2026 09:00,1,Marriage page address experience industry hundred.,23-02-2026 09:00,23.07655886514036,72.65183811860085,112,0,0
180,Airport,23-02-2026 10:00,72,34,fb391ca8-5387-4356-9b51-9c87bb54a9a5,16,23-02-2026 10:00,4,Popular personal trouble again some partner recent meet interesting network.,23-02-2026 10:00,23.4569289540498,73.10031065375294,32,8,3
262,City Center,23-02-2026 11:00,67,35,5bd735e3-6c47-404c-810e-974fdcbc8531,16,23-02-2026 11:00,4,Policy age gun southern drive audience business across window dream others seem project.,23-02-2026 11:00,23.222743383711556,69.67419702985164,36,8,2
255,Mall,23-02-2026 12:00,41,23,9188dcad-5d2f-409d-a7dc-0c5ff30c4466,16,23-02-2026 12:00,5,Practice specific apply draw interest moment gun.,23-02-2026 12:00,23.75274835208952,72.39644983240369,23,9,1
440,Suburb,23-02-2026 13:00,127,64,56b1b590-b314-4609-8be0-c678bec7130c,4,23-02-2026 13:00,1,Start what kid case pattern off.,23-02-2026 13:00,23.592824281022125,73.60458320352096,66,1,0
82,City Center,23-02-2026 14:00,75,36,d350f013-2fd9-40ce-9678-3addbb117f0a,15,23-02-2026 14:00,5,Avoid thank rest onto down doctor toward others cut.,23-02-2026 14:00,23.983834542274828,70.25712976418086,34,6,0
277,Suburb,23-02-2026 15:00,32,18,d33fc78c-66f6-4d8b-b642-f9f4efe4566e,1,23-02-2026 15:00,0,Exist image figure maintain herself boy hope always stop prevent shoulder.,23-02-2026 15:00,21.547834237728445,71.92504304434938,15,0,1
108,Main Station,23-02-2026 16:00,27,14,999951b7-b860-41dc-8398-4ed997b5bb06,4,23-02-2026 16:00,2,Raise church almost official story professor assume yeah herself.,23-02-2026 16:00,21.9142854036801,70.3729414232907,14,2,0
7,Main Station,23-02-2026 17:00,145,72,f32609f9-8727-488d-977c-c8e8f488cd7e,10,23-02-2026 17:00,4,End seem establish bar voice these read bill eight brother modern north we.,23-02-2026 17:00,22.908677602294887,72.87203707403687,72,4,0
477,Suburb,23-02-2026 18:00,119,58,9310b953-29d9-4fc1-8fe8-7a1770b8dc56,15,23-02-2026 18:00,5,Stay democratic year measure so hard building step.,23-02-2026 18:00,23.19914155767475,71.90330018612332,57,6,0
212,Airport,23-02-2026 19:00,164,82,5163df19-cb13-47eb-876e-d78246db47e3,15,23-02-2026 19:00,5,Cell policy new industry send thousand arrive include perhaps eat food control yard.,23-02-2026 19:00,22.60381516366713,71.14038173861522,79,7,0
482,Mall,23-02-2026 20:00,158,80,b0c328b3-0a64-4010-bb38-c469c816b218,-2,23-02-2026 20:00,0,Lose writer book task country style foot if help everybody sport set service.,23-02-2026 20:00,21.221785094659843,69.14493994518214,79,0,0
54,Suburb,23-02-2026 21:00,236,119,7d56a7b5-3320-4d78-9732-729328577930,13,23-02-2026 21:00,4,Generation pay office dark write cost behind before impact imagine talk soldier wear bill.,23-02-2026 21:00,23.524785680401145,73.72399473959123,120,7,0
255,City Center,23-02-2026 22:00,189,97,b8d1cd6b-1004-4b92-ad62-070b0f953c08,8,23-02-2026 22:00,1,Up unit control federal American upon arrive floor decade.,23-02-2026 22:00,23.882623068063808,71.48869636489191,98,5,3
326,Mall,23-02-2026 23:00,224,110,ffec22c3-fea3-4823-a693-57854a6c1380,4,23-02-2026 23:00,2,Understand accept investment interview learn listen much.,23-02-2026 23:00,22.216550531479182,73.02054771583198,107,1,0
43,Suburb,24-02-2026 00:00,73,35,cb9380e8-d3bb-4f09-a91b-5faacf8252c2,11,24-02-2026 00:00,2,Involve article he open such particular light brother bad message president.,24-02-2026 00:00,21.674437445096537,70.95947455635705,32,5,2
211,Airport,24-02-2026 01:00,225,111,f9622355-8525-44cc-8e29-5f8fa5c6c87a,13,24-02-2026 01:00,4,Marriage southern both bar far read couple.,24-02-2026 01:00,21.057941264886264,73.24551818506112,111,7,0
23,Mall,24-02-2026 02:00,134,65,66001329-4cc6-4da9-a86f-81babdf2f14a,11,24-02-2026 02:00,4,Story magazine either third its see general rate build card find manage.,24-02-2026 02:00,21.711897108280755,69.80019475212771,67,6,0
441,City Center,24-02-2026 03:00,31,17,0cc4e5c8-db85-43e2-84c8-b1a1b641303a,10,24-02-2026 03:00,3,Start good describe production strong suddenly physical girl activity station rise total old.,24-02-2026 03:00,23.099756324515266,70.15746956025747,17,4,0
69,Mall,24-02-2026 04:00,44,24,1d46e67f-7240-4ebc-b4b3-74a956566726,8,24-02-2026 04:00,2,Face almost understand your peace class.,24-02-2026 04:00,23.73476816301819,70.66695697973051,24,5,2
122,Industrial Area,24-02-2026 05:00,77,40,560b76b5-217e-45e7-a205-b82b9ef6c610,3,24-02-2026 05:00,0,Occur example about mother do skill modern level need.,24-02-2026 05:00,21.280539199295298,69.44297668662163,37,2,2
69,Suburb,24-02-2026 06:00,32,15,bf07ff13-1e2d-46a5-a82c-f772ee2b24fb,16,24-02-2026 06:00,5,Use good bring lead down fear operation science happen.,24-02-2026 06:00,22.65977756148579,71.21920471350197,15,7,0
355,Main Station,24-02-2026 07:00,150,73,811a1d2c-8180-4b7f-81d5-cda25cfee7d3,0,24-02-2026 07:00,0,Quite song experience ten parent accept rich TV describe home.,24-02-2026 07:00,23.086593745535488,71.42962194431665,73,1,0
274,Mall,24-02-2026 08:00,156,77,10886eb6-ceb3-4777-beaf-f90c6c223c82,13,24-02-2026 08:00,5,Reduce could authority job he tonight western.,24-02-2026 08:00,21.82914246331881,69.57399998873298,78,7,0
375,Main Station,24-02-2026 09:00,224,110,ab938fbf-ddc8-4b50-9831-66ac44c46109,13,24-02-2026 09:00,4,War floor raise already right stuff everything fight law point carry seven.,24-02-2026 09:00,22.70969111751091,71.13549353119876,109,6,0
455,Airport,24-02-2026 10:00,122,60,af93abd8-30ad-48f0-bf81-49c31f991639,8,24-02-2026 10:00,2,Sort as dinner make again assume son professor kid career life.,24-02-2026 10:00,23.14574527801732,69.98648025345493,60,3,1
155,Mall,24-02-2026 11:00,64,31,27a98269-d44b-4b18-901f-ca8f0a153ab0,7,24-02-2026 11:00,2,Of face son house character last security prevent letter.,24-02-2026 11:00,23.513157729406128,73.37605884891174,30,3,0
1,Suburb,24-02-2026 12:00,216,107,6b597563-b775-4f8f-a79c-a8633fba9c3e,2,24-02-2026 12:00,0,Everyone material worker know program free purpose at step walk discuss.,24-02-2026 12:00,22.35749955245994,71.54646712054769,104,2,2
17,Industrial Area,24-02-2026 13:00,53,27,7bdac6d2-ea19-4d1c-a575-279adb019514,1,24-02-2026 13:00,1,Resource television event child computer focus ready space material.,24-02-2026 13:00,23.24357165675688,73.75983071149875,24,0,0
114,Main Station,24-02-2026 14:00,73,37,9bb8ddb6-2579-4755-b6c9-6f8b66150b38,10,24-02-2026 14:00,4,Cause economic machine smile statement training condition successful save together scientist business keep.,24-02-2026 14:00,21.905348915219545,70.70715746762788,39,4,0
247,Suburb,24-02-2026 15:00,35,18,8489d030-e951-4290-9f89-8fd65eee4cd8,8,24-02-2026 15:00,2,Cold suggest seat born there poor kid event.,24-02-2026 15:00,21.639140240316475,70.70697571378375,19,5,1
349,City Center,24-02-2026 16:00,62,30,14f79fde-dbb1-496c-b077-5db0eb83dad8,9,24-02-2026 16:00,1,Home carry similar order increase give wish early many research including out.,24-02-2026 16:00,21.561941238272,70.69355923408725,30,4,3
388,Mall,24-02-2026 17:00,87,46,5bfb68a6-a0fd-4830-af78-ddb81b8bd941,15,24-02-2026 17:00,4,Real buy art when rich success Mr performance ahead four despite action when.,24-02-2026 17:00,22.076618195477177,70.34142256944196,44,7,1
389,City Center,24-02-2026 18:00,179,88,cc8ab411-3e7d-41dc-aa24-1918367e8acf,2,24-02-2026 18:00,1,Study light just example she history draw.,24-02-2026 18:00,21.107639045366547,72.92118307617756,85,2,0
213,City Center,24-02-2026 19:00,155,78,2fb30786-4107-4c15-8dd7-03c952100754,13,24-02-2026 19:00,4,Later eye determine north whatever smile science dream particular form concern short final.,24-02-2026 19:00,21.84897551299575,70.413704055957,75,5,0
43,Suburb,24-02-2026 20:00,111,56,64f09cfe-b6b9-4070-9663-03f776efaa0a,8,24-02-2026 20:00,1,Public seven four pass group difference step speak spring.,24-02-2026 20:00,22.95666847332968,70.44006606689379,58,5,2
343,Industrial Area,24-02-2026 21:00,204,101,01523eac-d244-4a56-ae9b-c6500adc6515,17,24-02-2026 21:00,5,He program suffer computer buy store environment talk deal.,24-02-2026 21:00,22.94375714148041,69.23448129332813,100,7,2
204,Airport,24-02-2026 22:00,46,24,3dccd1d4-41b2-48ee-badd-4fd32a29cc41,1,24-02-2026 22:00,1,Speak wear better hear indeed loss difficult year better central admit like live.,24-02-2026 22:00,21.220661419474474,73.82680690785945,21,0,0
83,Airport,24-02-2026 23:00,64,31,38dcd604-4acc-4a0a-9179-bb0fcadb0870,6,24-02-2026 23:00,2,Arrive pick treat beyond executive resource shake possible ever.,24-02-2026 23:00,21.86224685124186,73.43146924423503,29,2,0
416,Suburb,25-02-2026 00:00,220,112,017d3f4f-2d55-47b8-8347-b51e7dac2923,7,25-02-2026 00:00,2,Although likely arm kid air begin.,25-02-2026 00:00,22.708672994033765,70.46254827921261,109,3,0
238,City Center,25-02-2026 01:00,150,77,863f1cd6-70b6-4a0a-b771-0f119316cfaf,7,25-02-2026 01:00,1,News land impact child miss new community say forget short fact board.,25-02-2026 01:00,21.955656412509303,71.60384518645469,78,2,2
